TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_REL,CONTROLLER_1_EULER_REL,CONTROLLER_2_POS_REL,CONTROLLER_2_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB,NARRATIVE_EVENTS,SELECTABLE_ITEMS_SELECTED,NIGEL_LOOK_AT,NIGEL_LOOK_AWAY,BACKPACK_LOOK_AT,BACKPACK_LOOK_AWAY
2017-04-21-12-15-00-411000,"[1.5502365827560425, 1.0767678022384644, 0.38689160346984863]","[140.8697967529297, 21.89148712158203, -5.021853923797607]","[1.9906083345413208, 0.6532503366470337, 0.7392781972885132]","[84.70072937011719, -37.0330696105957, -9.78952693939209]","[1.6503021717071533, 0.5687447786331177, -0.030872821807861328]","[153.81671142578125, 18.025104522705078, -40.78068923950195]","[-0.04350388050079346, 0.6302205324172974, 0.38289499282836914]","[-5.299269199371338, -37.0330696105957, -9.78952693939209]","[0.726647138595581, 0.5457149744033813, 0.04258882999420166]","[63.81671905517578, 18.025104522705078, -40.78068923950195]",,,,,,
2017-04-21-12-15-00-656000,"[1.5526554584503174, 1.0731252431869507, 0.3868393898010254]","[140.26019287109375, 23.24827766418457, -5.072099208831787]","[1.990293264389038, 0.6533530950546265, 0.7392064332962036]","[84.72374725341797, -37.06134796142578, -9.756253242492676]","[1.6654555797576904, 0.5684374570846558, -0.025828063488006592]","[149.2445526123047, 15.917743682861328, -37.61563491821289]","[-0.04343211650848389, 0.6303232908248901, 0.3825799226760864]","[-5.276248931884766, -37.06134796142578, -9.756253242492676]","[0.7216023802757263, 0.5454076528549194, 0.05774223804473877]","[59.24456024169922, 15.917743682861328, -37.61563491821289]",,,,,,
2017-04-21-12-15-00-902000,"[1.5544921159744263, 1.0735961198806763, 0.38871657848358154]","[140.04454040527344, 22.98838996887207, -4.879765033721924]","[1.990246057510376, 0.6529203653335571, 0.739686131477356]","[84.62590789794922, -37.0335807800293, -9.594772338867188]","[1.6648712158203125, 0.5731443166732788, -0.02413952350616455]","[149.3512725830078, 14.840867042541504, -37.28337860107422]","[-0.04391181468963623, 0.6298905611038208, 0.3825327157974243]","[-5.374091148376465, -37.0335807800293, -9.594772338867188]","[0.7199138402938843, 0.5501145124435425, 0.05715787410736084]","[59.35126876831055, 14.840867042541504, -37.28337860107422]",,,,,,
2017-04-21-12-15-01-148000,"[1.5528966188430786, 1.0720776319503784, 0.38553929328918457]","[140.62123107910156, 23.330242156982422, -5.10016393661499]","[1.9900835752487183, 0.6530170440673828, 0.7388508319854736]","[84.82516479492188, -37.050575256347656, -9.9021577835083]","[1.6648188829421997, 0.5742267370223999, -0.024824440479278564]","[149.7450408935547, 14.261075973510742, -36.21596145629883]","[-0.043076515197753906, 0.6299872398376465, 0.3823702335357666]","[-5.174835205078125, -37.050575256347656, -9.9021577835083]","[0.7205987572669983, 0.5511969327926636, 0.05710554122924805]","[59.74504470825195, 14.261075973510742, -36.21596145629883]",,,,,,
2017-04-21-12-15-01-394000,"[1.5520775318145752, 1.0727999210357666, 0.3862060308456421]","[140.8524932861328, 23.013586044311523, -5.276487350463867]","[1.990352988243103, 0.6527936458587646, 0.7391238212585449]","[84.77427673339844, -36.98841094970703, -9.796442031860352]","[1.6651021242141724, 0.5743623971939087, -0.024680376052856445]","[149.86204528808594, 14.205585479736328, -35.85597610473633]","[-0.043349504470825195, 0.6297638416290283, 0.38263964653015137]","[-5.225726127624512, -36.98841094970703, -9.796442031860352]","[0.7204546928405762, 0.5513325929641724, 0.0573887825012207]","[59.86204147338867, 14.205585479736328, -35.85597610473633]",,,,,,
2017-04-21-12-15-01-639000,"[1.5527753829956055, 1.0728590488433838, 0.38669461011886597]","[140.61973571777344, 23.045034408569336, -5.208421230316162]","[1.9902089834213257, 0.6526573896408081, 0.7390031814575195]","[84.81192016601562, -36.970436096191406, -9.83449935913086]","[1.6614127159118652, 0.5650848150253296, -0.02690744400024414]","[149.6641387939453, 17.872560501098633, -41.01643753051758]","[-0.043228864669799805, 0.6296275854110718, 0.382495641708374]","[-5.188077449798584, -36.970436096191406, -9.83449935913086]","[0.7226817607879639, 0.5420550107955933, 0.053699374198913574]","[59.66413879394531, 17.872560501098633, -41.01643753051758]",,,,,,
2017-04-21-12-15-01-885000,"[1.5522761344909668, 1.0731818675994873, 0.3863223195075989]","[140.74502563476562, 22.94551658630371, -5.265818119049072]","[1.9903483390808105, 0.652826189994812, 0.73885178565979]","[84.8512191772461, -36.960025787353516, -9.865193367004395]","[1.6762937307357788, 0.5721904039382935, -0.012055635452270508]","[139.7178497314453, 16.37198257446289, -46.60615158081055]","[-0.04307746887207031, 0.6297963857650757, 0.3826349973678589]","[-5.148780345916748, -36.960025787353516, -9.865193367004395]","[0.7078299522399902, 0.5491605997085571, 0.06858038902282715]","[49.71784973144531, 16.37198257446289, -46.60615158081055]",,,,,,
2017-04-21-12-15-02-131000,"[1.5536785125732422, 1.0726768970489502, 0.38628000020980835]","[140.58944702148438, 23.0924129486084, -5.140122890472412]","[1.9905080795288086, 0.6526807546615601, 0.738943338394165]","[84.83927917480469, -36.98042297363281, -9.848892211914062]","[1.6762473583221436, 0.5721008777618408, -0.013510704040527344]","[140.81735229492188, 15.982137680053711, -43.920780181884766]","[-0.04316902160644531, 0.6296509504318237, 0.38279473781585693]","[-5.1607232093811035, -36.98042297363281, -9.848892211914062]","[0.7092850208282471, 0.5490710735321045, 0.0685340166091919]","[50.81735610961914, 15.982137680053711, -43.920780181884766]",,,,,,
2017-04-21-12-15-02-376000,"[1.5531059503555298, 1.0727825164794922, 0.38648003339767456]","[140.5370635986328, 23.06691551208496, -5.157678127288818]","[1.9901659488677979, 0.6532883644104004, 0.73912513256073]","[84.80326843261719, -37.0728645324707, -9.811028480529785]","[1.6772005558013916, 0.5732874870300293, -0.012330710887908936]","[140.4160614013672, 15.699517250061035, -43.51076889038086]","[-0.043350815773010254, 0.6302585601806641, 0.3824526071548462]","[-5.1967291831970215, -37.0728645324707, -9.811028480529785]","[0.7081050276756287, 0.550257682800293, 0.06948721408843994]","[50.416053771972656, 15.699517250061035, -43.51076889038086]",,,,,,
2017-04-21-12-15-02-623000,"[1.5536093711853027, 1.072370171546936, 0.38571542501449585]","[140.5905303955078, 23.216705322265625, -5.150674343109131]","[1.990533709526062, 0.6535161733627319, 0.7390443086624146]","[84.82392883300781, -37.06114196777344, -9.8544340133667]","[1.6774697303771973, 0.5734331607818604, -0.012513935565948486]","[140.479248046875, 15.717290878295898, -43.38557815551758]","[-0.043269991874694824, 0.6304863691329956, 0.38282036781311035]","[-5.176070690155029, -37.06114196777344, -9.8544340133667]","[0.7082882523536682, 0.550403356552124, 0.0697563886642456]","[50.479244232177734, 15.717290878295898, -43.38557815551758]",,,,,,
2017-04-21-12-15-02-868000,"[1.5535409450531006, 1.0723861455917358, 0.38598161935806274]","[140.58346557617188, 23.204736709594727, -5.1151652336120605]","[1.9901518821716309, 0.653334379196167, 0.739253044128418]","[84.79825592041016, -37.088714599609375, -9.826685905456543]","[1.6771571636199951, 0.5733264684677124, -0.012462854385375977]","[140.49867248535156, 15.712501525878906, -43.30214309692383]","[-0.04347872734069824, 0.6303045749664307, 0.3824385404586792]","[-5.201747417449951, -37.088714599609375, -9.826685905456543]","[0.7082371711730957, 0.5502966642379761, 0.06944382190704346]","[50.49867248535156, 15.712501525878906, -43.30214309692383]",,,,,,
2017-04-21-12-15-03-114000,"[1.5539153814315796, 1.0719720125198364, 0.3859516382217407]","[140.48577880859375, 23.26563262939453, -5.116527557373047]","[1.9902642965316772, 0.6535991430282593, 0.739553689956665]","[84.79500579833984, -37.1130485534668, -9.824005126953125]","[1.6771236658096313, 0.5732498168945312, -0.012428820133209229]","[140.54763793945312, 15.685980796813965, -43.22760772705078]","[-0.04377937316894531, 0.630569338798523, 0.3825509548187256]","[-5.204997539520264, -37.1130485534668, -9.824005126953125]","[0.708203136920929, 0.5502200126647949, 0.06941032409667969]","[50.547645568847656, 15.685980796813965, -43.22760772705078]",,,,,,
2017-04-21-12-15-03-360000,"[1.5538705587387085, 1.0721937417984009, 0.3859262466430664]","[140.48130798339844, 23.264951705932617, -5.098022937774658]","[1.9900453090667725, 0.6534966230392456, 0.7393618822097778]","[84.7785873413086, -37.13585662841797, -9.802241325378418]","[1.6768397092819214, 0.5733517408370972, -0.012548327445983887]","[140.60482788085938, 15.709578514099121, -43.21581268310547]","[-0.043587565422058105, 0.6304668188095093, 0.3823319673538208]","[-5.221409320831299, -37.13585662841797, -9.802241325378418]","[0.7083226442337036, 0.5503219366073608, 0.06912636756896973]","[50.60483169555664, 15.709578514099121, -43.21581268310547]",,,,,,
2017-04-21-12-15-03-605000,"[1.5539522171020508, 1.0719624757766724, 0.3860654830932617]","[140.4625244140625, 23.26201057434082, -5.092315673828125]","[1.9901127815246582, 0.6534731388092041, 0.7392103672027588]","[84.79106903076172, -37.13896942138672, -9.842000961303711]","[1.6765848398208618, 0.5720440149307251, -0.013041138648986816]","[140.8231658935547, 16.160362243652344, -43.38583755493164]","[-0.04343605041503906, 0.6304433345794678, 0.38239943981170654]","[-5.2089314460754395, -37.13896942138672, -9.842000961303711]","[0.7088154554367065, 0.5490142107009888, 0.06887149810791016]","[50.82316207885742, 16.160362243652344, -43.38583755493164]",,,,,,
2017-04-21-12-15-03-851000,"[1.553948998451233, 1.071908712387085, 0.3858426809310913]","[140.48358154296875, 23.305908203125, -5.127746105194092]","[1.990126132965088, 0.6535279750823975, 0.7395225763320923]","[84.77508544921875, -37.12446594238281, -9.811736106872559]","[1.675348162651062, 0.5670231580734253, -0.013683319091796875]","[141.14041137695312, 18.112668991088867, -44.09543991088867]","[-0.04374825954437256, 0.6304981708526611, 0.38241279125213623]","[-5.224911212921143, -37.12446594238281, -9.811736106872559]","[0.7094576358795166, 0.543993353843689, 0.06763482093811035]","[51.140403747558594, 18.112668991088867, -44.09543991088867]",,,,,,
2017-04-21-12-15-04-097000,"[1.5538427829742432, 1.0716127157211304, 0.3856751322746277]","[140.44329833984375, 23.34572982788086, -5.142185688018799]","[1.9901877641677856, 0.6533490419387817, 0.7391681671142578]","[84.81940460205078, -37.09524154663086, -9.866623878479004]","[1.6742945909500122, 0.5594470500946045, -0.01390618085861206]","[141.37599182128906, 21.408254623413086, -44.06350326538086]","[-0.043393850326538086, 0.6303192377090454, 0.382474422454834]","[-5.180596828460693, -37.09524154663086, -9.866623878479004]","[0.7096804976463318, 0.5364172458648682, 0.06658124923706055]","[51.37599182128906, 21.408254623413086, -44.06350326538086]",,,,,,
2017-04-21-12-15-04-342000,"[1.554018259048462, 1.0710055828094482, 0.38539475202560425]","[140.3869171142578, 23.504846572875977, -5.228248596191406]","[1.9904242753982544, 0.6531940698623657, 0.7390481233596802]","[84.86779022216797, -37.03281021118164, -9.911490440368652]","[1.6747255325317383, 0.5568385124206543, -0.01344209909439087]","[141.10910034179688, 22.49179458618164, -44.56536102294922]","[-0.04327380657196045, 0.6301642656326294, 0.38271093368530273]","[-5.132208347320557, -37.03281021118164, -9.911490440368652]","[0.7092164158821106, 0.533808708190918, 0.06701219081878662]","[51.10910415649414, 22.49179458618164, -44.56536102294922]",,,,,,
2017-04-21-12-15-04-588000,"[1.5536539554595947, 1.0710844993591309, 0.385593056678772]","[140.2555389404297, 23.447263717651367, -5.340160369873047]","[1.990498423576355, 0.6530208587646484, 0.7390847206115723]","[84.8429183959961, -36.98033905029297, -9.887859344482422]","[1.6772817373275757, 0.555748701095581, -0.011132299900054932]","[139.49685668945312, 23.209857940673828, -44.782466888427734]","[-0.04331040382385254, 0.6299910545349121, 0.3827850818634033]","[-5.157079219818115, -36.98033905029297, -9.887859344482422]","[0.7069066166877747, 0.5327188968658447, 0.06956839561462402]","[49.496849060058594, 23.209857940673828, -44.782466888427734]",,,,,,
2017-04-21-12-15-04-835000,"[1.553950548171997, 1.0713059902191162, 0.38603633642196655]","[139.9838104248047, 23.451688766479492, -5.347873687744141]","[1.9908407926559448, 0.6522876024246216, 0.739066481590271]","[84.87716674804688, -36.716129302978516, -9.81796932220459]","[1.689706563949585, 0.5748155117034912, 0.006907343864440918]","[130.71995544433594, 16.309181213378906, -41.94511413574219]","[-0.04329216480255127, 0.6292577981948853, 0.38312745094299316]","[-5.122830867767334, -36.716129302978516, -9.81796932220459]","[0.6888669729232788, 0.5517857074737549, 0.0819932222366333]","[40.71995162963867, 16.309181213378906, -41.94511413574219]",,,,,,
2017-04-21-12-15-05-080000,"[1.5552732944488525, 1.0718005895614624, 0.3871806859970093]","[139.21131896972656, 23.286439895629883, -5.550691604614258]","[1.9907431602478027, 0.6524401903152466, 0.7389730215072632]","[84.93453979492188, -36.769386291503906, -9.90674114227295]","[1.6918061971664429, 0.5828063488006592, 0.010654211044311523]","[129.30172729492188, 12.896391868591309, -40.27726745605469]","[-0.04319870471954346, 0.6294103860855103, 0.3830298185348511]","[-5.065457344055176, -36.769386291503906, -9.90674114227295]","[0.6851201057434082, 0.5597765445709229, 0.08409285545349121]","[39.301727294921875, 12.896391868591309, -40.27726745605469]",,,,,,
2017-04-21-12-15-05-326000,"[1.557990312576294, 1.0721439123153687, 0.3880006670951843]","[138.33932495117188, 23.219423294067383, -5.628729343414307]","[1.9915498495101929, 0.6516019105911255, 0.7389746904373169]","[84.89891815185547, -36.39186096191406, -9.655580520629883]","[1.6953364610671997, 0.5953326225280762, 0.015266895294189453]","[129.5618438720703, 10.765103340148926, -40.300872802734375]","[-0.04320037364959717, 0.6285721063613892, 0.3838365077972412]","[-5.10107946395874, -36.39186096191406, -9.655580520629883]","[0.6805074214935303, 0.5723028182983398, 0.08762311935424805]","[39.56184387207031, 10.765103340148926, -40.300872802734375]",,,,,,
2017-04-21-12-15-05-572000,"[1.5598288774490356, 1.0719496011734009, 0.389032244682312]","[137.66998291015625, 23.250829696655273, -5.653805732727051]","[1.991033911705017, 0.6512452363967896, 0.7388916015625]","[84.83821868896484, -36.47079849243164, -9.532594680786133]","[1.7119455337524414, 0.6208040714263916, 0.05021756887435913]","[120.9415283203125, 2.342470169067383, -31.919696807861328]","[-0.04311728477478027, 0.6282154321670532, 0.38332056999206543]","[-5.161782741546631, -36.47079849243164, -9.532594680786133]","[0.6455567479133606, 0.5977742671966553, 0.10423219203948975]","[30.941524505615234, 2.342470169067383, -31.919696807861328]",,,,,,
2017-04-21-12-15-05-817000,"[1.562323808670044, 1.0722606182098389, 0.39086586236953735]","[135.81195068359375, 23.018144607543945, -6.177060604095459]","[1.991028904914856, 0.6512792110443115, 0.738985538482666]","[84.8552474975586, -36.45307540893555, -9.584731101989746]","[1.7228301763534546, 0.639445424079895, 0.14080005884170532]","[95.17971801757812, -7.441514492034912, -21.975421905517578]","[-0.04321122169494629, 0.6282494068145752, 0.3833155632019043]","[-5.144752502441406, -36.45307540893555, -9.584731101989746]","[0.5549742579460144, 0.6164156198501587, 0.11511683464050293]","[5.179717540740967, -7.441514492034912, -21.975421905517578]",,,,,,
2017-04-21-12-15-06-063000,"[1.564591884613037, 1.072319746017456, 0.393571138381958]","[134.41871643066406, 22.86995506286621, -6.849287509918213]","[1.9910061359405518, 0.6512391567230225, 0.7393065690994263]","[84.77567291259766, -36.509544372558594, -9.465936660766602]","[1.7318443059921265, 0.5875399112701416, 0.19228708744049072]","[83.49185180664062, 7.951803207397461, -3.8050167560577393]","[-0.04353225231170654, 0.6282093524932861, 0.3832927942276001]","[-5.224326133728027, -36.509544372558594, -9.465936660766602]","[0.503487229347229, 0.5645101070404053, 0.1241309642791748]","[-6.508150577545166, 7.951803207397461, -3.8050167560577393]",,,,,,
2017-04-21-12-15-06-309000,"[1.5781713724136353, 1.0785269737243652, 0.40813320875167847]","[121.6750717163086, 19.426481246948242, -12.297882080078125]","[1.9909535646438599, 0.6518459320068359, 0.7388548851013184]","[84.84524536132812, -36.5846061706543, -9.5952730178833]","[1.7379200458526611, 0.6010231971740723, 0.1702260971069336]","[90.34028625488281, 2.7873809337615967, -9.470136642456055]","[-0.04308056831359863, 0.6288161277770996, 0.3832402229309082]","[-5.154751777648926, -36.5846061706543, -9.5952730178833]","[0.5255482196807861, 0.5779933929443359, 0.13020670413970947]","[0.34028691053390503, 2.7873809337615967, -9.470136642456055]",,,,,,
2017-04-21-12-15-06-555000,"[1.5831350088119507, 1.101531982421875, 0.42678695917129517]","[110.37036895751953, 7.484640121459961, -16.932941436767578]","[1.9911139011383057, 0.6517460346221924, 0.7393981218338013]","[84.7952651977539, -36.57423782348633, -9.536144256591797]","[1.7379714250564575, 0.6025645732879639, 0.17186450958251953]","[90.10218811035156, 1.891274094581604, -8.779561996459961]","[-0.04362380504608154, 0.628716230392456, 0.383400559425354]","[-5.204733848571777, -36.57423782348633, -9.536144256591797]","[0.5239098072052002, 0.5795347690582275, 0.13025808334350586]","[0.10218872874975204, 1.891274094581604, -8.779561996459961]",,,,,,
2017-04-21-12-15-06-800000,"[1.5689419507980347, 1.1202733516693115, 0.43581700325012207]","[109.68416595458984, -1.1775696277618408, -16.004934310913086]","[1.9905245304107666, 0.6523274183273315, 0.7395496368408203]","[84.7144775390625, -36.70981216430664, -9.398259162902832]","[1.7365349531173706, 0.6066148281097412, 0.1746513843536377]","[89.45389556884766, 0.32926076650619507, -8.256994247436523]","[-0.043775320053100586, 0.6292976140975952, 0.38281118869781494]","[-5.285523414611816, -36.70981216430664, -9.398259162902832]","[0.521122932434082, 0.5835850238800049, 0.12882161140441895]","[-0.5461054444313049, 0.32926076650619507, -8.256994247436523]",,,,,,
2017-04-21-12-15-07-046000,"[1.566555380821228, 1.121246337890625, 0.43523579835891724]","[110.97423553466797, -1.6142746210098267, -14.69935131072998]","[1.9909193515777588, 0.6523196697235107, 0.7395315170288086]","[84.79499816894531, -36.64923858642578, -9.53963565826416]","[1.7371678352355957, 0.6034393310546875, 0.17379635572433472]","[89.6891098022461, 1.3609485626220703, -7.968080043792725]","[-0.04375720024108887, 0.6292898654937744, 0.38320600986480713]","[-5.205000400543213, -36.64923858642578, -9.53963565826416]","[0.521977961063385, 0.5804095268249512, 0.12945449352264404]","[-0.3108896017074585, 1.3609485626220703, -7.968080043792725]",,,,,,
2017-04-21-12-15-07-292000,"[1.5700684785842896, 1.1226489543914795, 0.44415712356567383]","[107.55415344238281, -1.8522347211837769, -13.407353401184082]","[1.990821361541748, 0.6520819664001465, 0.7393568754196167]","[84.78496551513672, -36.64157485961914, -9.511812210083008]","[1.7374825477600098, 0.6043621301651001, 0.1735471487045288]","[89.83300018310547, 1.193583607673645, -7.9484992027282715]","[-0.04358255863189697, 0.6290521621704102, 0.3831080198287964]","[-5.215036392211914, -36.64157485961914, -9.511812210083008]","[0.5222271680831909, 0.5813323259353638, 0.1297692060470581]","[-0.1669999212026596, 1.193583607673645, -7.9484992027282715]",,,,,,
2017-04-21-12-15-07-538000,"[1.5666872262954712, 1.1277313232421875, 0.44883209466934204]","[107.51318359375, -3.9937899112701416, -12.235180854797363]","[1.9910039901733398, 0.6519566774368286, 0.7396367788314819]","[84.74330139160156, -36.584251403808594, -9.384956359863281]","[1.7376598119735718, 0.6025338172912598, 0.17408877611160278]","[89.82207489013672, 1.5694425106048584, -7.7840352058410645]","[-0.04386246204376221, 0.6289268732070923, 0.3832906484603882]","[-5.2567009925842285, -36.584251403808594, -9.384956359863281]","[0.5216855406761169, 0.5795040130615234, 0.12994647026062012]","[-0.177921861410141, 1.5694425106048584, -7.7840352058410645]",,,,,,
2017-04-21-12-15-07-783000,"[1.555812120437622, 1.135859727859497, 0.4494243264198303]","[109.64681243896484, -8.02294921875, -11.443700790405273]","[1.990730881690979, 0.651800274848938, 0.7395439147949219]","[84.776123046875, -36.54429244995117, -9.440827369689941]","[1.7370816469192505, 0.6036961078643799, 0.1737290620803833]","[89.78199005126953, 1.2134292125701904, -7.939089298248291]","[-0.04376959800720215, 0.6287704706192017, 0.38301753997802734]","[-5.223879337310791, -36.54429244995117, -9.440827369689941]","[0.5220452547073364, 0.5806663036346436, 0.12936830520629883]","[-0.21800759434700012, 1.2134292125701904, -7.939089298248291]",,,,,,
2017-04-21-12-15-08-029000,"[1.5476469993591309, 1.1415324211120605, 0.4511182904243469]","[110.44104766845703, -11.135706901550293, -11.391942977905273]","[1.9904601573944092, 0.6515463590621948, 0.7394404411315918]","[84.72625732421875, -36.5583610534668, -9.367289543151855]","[1.7367616891860962, 0.6024752855300903, 0.17618459463119507]","[89.05696105957031, 1.3607761859893799, -6.332827091217041]","[-0.04366612434387207, 0.6285165548324585, 0.3827468156814575]","[-5.273745536804199, -36.5583610534668, -9.367289543151855]","[0.5195897221565247, 0.579445481300354, 0.12904834747314453]","[-0.9430395364761353, 1.3607761859893799, -6.332827091217041]",,,,,,
2017-04-21-12-15-08-275000,"[1.5498441457748413, 1.140883207321167, 0.45067209005355835]","[110.44140625, -10.871739387512207, -11.271754264831543]","[1.9907232522964478, 0.652093768119812, 0.7394903898239136]","[84.74048614501953, -36.61100387573242, -9.398640632629395]","[1.7374004125595093, 0.6024383306503296, 0.1760600209236145]","[88.99844360351562, 1.4759352207183838, -6.324650287628174]","[-0.04371607303619385, 0.6290639638900757, 0.3830099105834961]","[-5.259510040283203, -36.61100387573242, -9.398640632629395]","[0.5197142958641052, 0.5794085264205933, 0.12968707084655762]","[-1.001559853553772, 1.4759352207183838, -6.324650287628174]",,,,,,
2017-04-21-12-15-08-520000,"[1.546876072883606, 1.1429548263549805, 0.4508788585662842]","[111.49934387207031, -11.913322448730469, -10.980241775512695]","[1.9907833337783813, 0.6517678499221802, 0.7396864891052246]","[84.73672485351562, -36.64152908325195, -9.382429122924805]","[1.737533450126648, 0.60198974609375, 0.1758599877357483]","[89.04277801513672, 1.523599624633789, -6.1417646408081055]","[-0.04391217231750488, 0.6287380456924438, 0.3830699920654297]","[-5.263275146484375, -36.64152908325195, -9.382429122924805]","[0.5199143290519714, 0.5789599418640137, 0.1298201084136963]","[-0.9572241902351379, 1.523599624633789, -6.1417646408081055]",,,,,,
2017-04-21-12-15-08-766000,"[1.5453941822052002, 1.1417365074157715, 0.44974857568740845]","[112.96925354003906, -11.00956916809082, -10.37454891204834]","[1.9904687404632568, 0.6523116827011108, 0.7398319244384766]","[84.6822509765625, -36.71927261352539, -9.323881149291992]","[1.7373957633972168, 0.6013878583908081, 0.17597651481628418]","[88.90113830566406, 1.7680082321166992, -6.094210624694824]","[-0.044057607650756836, 0.6292818784713745, 0.3827553987503052]","[-5.317746639251709, -36.71927261352539, -9.323881149291992]","[0.5197978019714355, 0.5783580541610718, 0.12968242168426514]","[-1.0988653898239136, 1.7680082321166992, -6.094210624694824]",,,,,,
2017-04-21-12-15-09-012000,"[1.5521928071975708, 1.1365222930908203, 0.44915157556533813]","[112.75627136230469, -7.725594520568848, -9.218634605407715]","[1.9906654357910156, 0.6523747444152832, 0.739564061164856]","[84.73103332519531, -36.72672653198242, -9.365717887878418]","[1.7378112077713013, 0.6014519929885864, 0.17613255977630615]","[88.8024673461914, 2.0399491786956787, -5.99657678604126]","[-0.04378974437713623, 0.6293449401855469, 0.38295209407806396]","[-5.268970012664795, -36.72672653198242, -9.365717887878418]","[0.5196417570114136, 0.5784221887588501, 0.1300978660583496]","[-1.1975291967391968, 2.0399491786956787, -5.99657678604126]",,,,,,
2017-04-21-12-15-09-258000,"[1.5547605752944946, 1.133925437927246, 0.4492798447608948]","[112.94842529296875, -6.114028453826904, -8.645904541015625]","[1.9905792474746704, 0.6523075103759766, 0.7397581338882446]","[84.69929504394531, -36.728084564208984, -9.321788787841797]","[1.7380212545394897, 0.6014794111251831, 0.17596745491027832]","[88.8322525024414, 2.166705846786499, -5.948726654052734]","[-0.0439838171005249, 0.6292777061462402, 0.38286590576171875]","[-5.300705909729004, -36.728084564208984, -9.321788787841797]","[0.5198068618774414, 0.5784496068954468, 0.13030791282653809]","[-1.1677464246749878, 2.166705846786499, -5.948726654052734]",,,,,,
2017-04-21-12-15-09-503000,"[1.5540423393249512, 1.133643388748169, 0.4481111168861389]","[113.3485336303711, -5.890076637268066, -8.71114444732666]","[1.990614652633667, 0.6522789001464844, 0.739457368850708]","[84.74382781982422, -36.71809005737305, -9.37829303741455]","[1.7379361391067505, 0.6013766527175903, 0.17618608474731445]","[88.76297760009766, 2.284649610519409, -5.8811869621276855]","[-0.04368305206298828, 0.629249095916748, 0.38290131092071533]","[-5.2561726570129395, -36.71809005737305, -9.37829303741455]","[0.5195882320404053, 0.578346848487854, 0.13022279739379883]","[-1.2370234727859497, 2.284649610519409, -5.8811869621276855]",,,,,,
2017-04-21-12-15-09-749000,"[1.5540364980697632, 1.1332601308822632, 0.44762325286865234]","[113.79166412353516, -5.710962295532227, -8.726029396057129]","[1.9906235933303833, 0.6522423028945923, 0.7394518852233887]","[84.74722290039062, -36.74386978149414, -9.365335464477539]","[1.737916350364685, 0.601165771484375, 0.17630553245544434]","[88.73307800292969, 2.3170535564422607, -5.827116012573242]","[-0.043677568435668945, 0.629212498664856, 0.38291025161743164]","[-5.252779483795166, -36.74386978149414, -9.365335464477539]","[0.5194687843322754, 0.5781359672546387, 0.1302030086517334]","[-1.2669222354888916, 2.3170535564422607, -5.827116012573242]",,,,,,
2017-04-21-12-15-09-995000,"[1.553879737854004, 1.1332826614379883, 0.44761037826538086]","[113.79940032958984, -5.7271728515625, -8.705144882202148]","[1.9906178712844849, 0.652472734451294, 0.7395361661911011]","[84.76656341552734, -36.76373291015625, -9.395252227783203]","[1.7381449937820435, 0.6013903617858887, 0.17615950107574463]","[88.68321990966797, 2.377669334411621, -5.868124961853027]","[-0.04376184940338135, 0.6294429302215576, 0.3829045295715332]","[-5.233433246612549, -36.76373291015625, -9.395252227783203]","[0.5196148157119751, 0.5783605575561523, 0.1304316520690918]","[-1.3167780637741089, 2.377669334411621, -5.868124961853027]",,,,,,
2017-04-21-12-15-10-240000,"[1.5538417100906372, 1.1331191062927246, 0.4476376175880432]","[113.83502197265625, -5.673492431640625, -8.69736385345459]","[1.9905668497085571, 0.6524026393890381, 0.7395586967468262]","[84.75806427001953, -36.76397705078125, -9.388105392456055]","[1.7381380796432495, 0.6009420156478882, 0.17597436904907227]","[88.68827819824219, 2.488736867904663, -5.821360111236572]","[-0.043784379959106445, 0.6293728351593018, 0.38285350799560547]","[-5.241936683654785, -36.76397705078125, -9.388105392456055]","[0.5197999477386475, 0.5779122114181519, 0.13042473793029785]","[-1.3117233514785767, 2.488736867904663, -5.821360111236572]",,,,,,
2017-04-21-12-15-10-486000,"[1.5532399415969849, 1.1330571174621582, 0.44720613956451416]","[114.0028305053711, -5.647388935089111, -8.756013870239258]","[1.990583896636963, 0.6523793935775757, 0.7397656440734863]","[84.7288589477539, -36.76472473144531, -9.378154754638672]","[1.7380142211914062, 0.6010251045227051, 0.17631876468658447]","[88.63993072509766, 2.4702398777008057, -5.87189245223999]","[-0.0439913272857666, 0.6293495893478394, 0.38287055492401123]","[-5.2711381912231445, -36.76472473144531, -9.378154754638672]","[0.5194555521011353, 0.5779953002929688, 0.1303008794784546]","[-1.3600679636001587, 2.4702398777008057, -5.87189245223999]",,,,,,
