TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_REL,CONTROLLER_1_EULER_REL,CONTROLLER_2_POS_REL,CONTROLLER_2_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB,NARRATIVE_EVENTS,SELECTABLE_ITEMS_SELECTED,NIGEL_LOOK_AT,NIGEL_LOOK_AWAY,BACKPACK_LOOK_AT,BACKPACK_LOOK_AWAY
2017-04-21-12-10-23-927000,"[0.36048752069473267, 1.0907400846481323, -0.006054498255252838]","[88.8263168334961, 12.542882919311523, 3.939582347869873]","[0.6558640599250793, 0.6187698841094971, 0.3181334435939789]","[62.19650650024414, -21.340160369873047, 5.536893844604492]","[0.6246928572654724, 0.6623146533966064, -0.4685841500759125]","[122.50055694580078, -36.50640869140625, -10.091736793518066]","[-0.22633862495422363, 0.608485221862793, 0.2803494930267334]","[-27.803491592407227, -21.340160369873047, 5.536893844604492]","[0.5603789687156677, 0.6520299911499023, 0.24917829036712646]","[32.50056076049805, -36.50640869140625, -10.091736793518066]",,,,,,
2017-04-21-12-10-24-178000,"[0.36071497201919556, 1.0900343656539917, -0.006248511373996735]","[89.4357681274414, 12.860970497131348, 4.144800186157227]","[0.6557733416557312, 0.6188321113586426, 0.3182240426540375]","[62.20511245727539, -21.318239212036133, 5.551319122314453]","[0.624450147151947, 0.6625221967697144, -0.4682367742061615]","[122.44727325439453, -36.540470123291016, -9.956068992614746]","[-0.22642922401428223, 0.6085474491119385, 0.28025877475738525]","[-27.794889450073242, -21.318239212036133, 5.551319122314453]","[0.5600315928459167, 0.6522375345230103, 0.24893558025360107]","[32.4472770690918, -36.540470123291016, -9.956068992614746]",,,,,,
2017-04-21-12-10-24-463000,"[0.36015409231185913, 1.0920246839523315, -0.007757760584354401]","[89.46427154541016, 11.833822250366211, 3.8530373573303223]","[0.6557665467262268, 0.6188517808914185, 0.31827303767204285]","[62.205509185791016, -21.33622169494629, 5.477146148681641]","[0.6242037415504456, 0.66227126121521, -0.468884140253067]","[122.63463592529297, -36.551822662353516, -10.270026206970215]","[-0.2264782190322876, 0.6085671186447144, 0.28025197982788086]","[-27.794490814208984, -21.33622169494629, 5.477146148681641]","[0.5606789588928223, 0.6519865989685059, 0.2486891746520996]","[32.6346321105957, -36.551822662353516, -10.270026206970215]",,,,,,
2017-04-21-12-10-24-710000,"[0.35805922746658325, 1.0947355031967163, -0.005986668169498444]","[88.64347839355469, 10.496886253356934, 3.608003854751587]","[0.6558461785316467, 0.619050145149231, 0.3185618817806244]","[62.1829719543457, -21.309856414794922, 5.526374340057373]","[0.6242343783378601, 0.6625702381134033, -0.4685554802417755]","[122.55328369140625, -36.578189849853516, -10.138388633728027]","[-0.22676706314086914, 0.6087654829025269, 0.2803316116333008]","[-27.817028045654297, -21.309856414794922, 5.526374340057373]","[0.5603502988815308, 0.6522855758666992, 0.24871981143951416]","[32.553287506103516, -36.578189849853516, -10.138388633728027]",,,,,,
2017-04-21-12-10-24-982000,"[0.35737186670303345, 1.0961428880691528, -0.005424238741397858]","[88.31743621826172, 9.83604621887207, 3.5379340648651123]","[0.6556232571601868, 0.6192057132720947, 0.31876131892204285]","[62.0733642578125, -21.312768936157227, 5.5880842208862305]","[0.6241114735603333, 0.6625127792358398, -0.46839264035224915]","[122.54698944091797, -36.552772521972656, -10.177011489868164]","[-0.2269665002822876, 0.6089210510253906, 0.2801086902618408]","[-27.926637649536133, -21.312768936157227, 5.5880842208862305]","[0.5601874589920044, 0.6522281169891357, 0.2485969066619873]","[32.54698944091797, -36.552772521972656, -10.177011489868164]",,,,,,
2017-04-21-12-10-25-239000,"[0.357038676738739, 1.0967576503753662, -0.0058096423745155334]","[88.32884216308594, 9.53311538696289, 3.4557673931121826]","[0.6557456851005554, 0.6191333532333374, 0.3188956677913666]","[62.04327392578125, -21.278011322021484, 5.655523777008057]","[0.6242604851722717, 0.6625316143035889, -0.46859899163246155]","[122.5313949584961, -36.52851104736328, -10.197134971618652]","[-0.22710084915161133, 0.6088486909866333, 0.2802311182022095]","[-27.956727981567383, -21.278011322021484, 5.655523777008057]","[0.5603938102722168, 0.6522469520568848, 0.24874591827392578]","[32.53139877319336, -36.52851104736328, -10.197134971618652]",,,,,,
2017-04-21-12-10-25-496000,"[0.3560827374458313, 1.0980759859085083, -0.003972984850406647]","[87.38483428955078, 8.842011451721191, 3.4089436531066895]","[0.6558592915534973, 0.619409441947937, 0.31910440325737]","[62.04561996459961, -21.244535446166992, 5.684451580047607]","[0.6244049668312073, 0.6625179052352905, -0.4678556025028229]","[122.32306671142578, -36.56309127807617, -9.93077278137207]","[-0.22730958461761475, 0.6091247797012329, 0.28034472465515137]","[-27.95438003540039, -21.244535446166992, 5.684451580047607]","[0.5596504211425781, 0.6522332429885864, 0.24889039993286133]","[32.32307052612305, -36.56309127807617, -9.93077278137207]",,,,,,
2017-04-21-12-10-25-775000,"[0.35047560930252075, 1.101252555847168, 0.019468985497951508]","[73.88894653320312, 7.120901107788086, 1.9457634687423706]","[0.6556529402732849, 0.6192516088485718, 0.31946632266044617]","[61.983856201171875, -21.160680770874023, 5.7919020652771]","[0.6249381899833679, 0.6621772050857544, -0.46802547574043274]","[122.05471801757812, -36.395748138427734, -9.763022422790527]","[-0.22767150402069092, 0.6089669466018677, 0.28013837337493896]","[-28.016143798828125, -21.160680770874023, 5.7919020652771]","[0.559820294380188, 0.6518925428390503, 0.24942362308502197]","[32.05471420288086, -36.395748138427734, -9.763022422790527]",,,,,,
2017-04-21-12-10-26-021000,"[0.34271949529647827, 1.1031173467636108, 0.038558684289455414]","[65.19409942626953, 5.710731029510498, 2.489231824874878]","[0.6564202904701233, 0.6194561719894409, 0.3195973336696625]","[62.064212799072266, -21.065488815307617, 5.888624668121338]","[0.6258507370948792, 0.6618877649307251, -0.4666624367237091]","[121.5757827758789, -36.39695739746094, -9.037710189819336]","[-0.22780251502990723, 0.6091715097427368, 0.28090572357177734]","[-27.935787200927734, -21.065488815307617, 5.888624668121338]","[0.5584572553634644, 0.651603102684021, 0.2503361701965332]","[31.57578468322754, -36.39695739746094, -9.037710189819336]",,,,,,
2017-04-21-12-10-26-273000,"[0.33447736501693726, 1.105090856552124, 0.05211719125509262]","[58.15043640136719, 4.413227081298828, 3.2662875652313232]","[0.6563805937767029, 0.6192106008529663, 0.31949469447135925]","[62.09691619873047, -21.045612335205078, 5.889891624450684]","[0.6259024739265442, 0.6617121696472168, -0.4661688506603241]","[121.32539367675781, -36.36751174926758, -8.795071601867676]","[-0.227699875831604, 0.6089259386062622, 0.28086602687835693]","[-27.903085708618164, -21.045612335205078, 5.889891624450684]","[0.5579636693000793, 0.6514275074005127, 0.25038790702819824]","[31.325395584106445, -36.36751174926758, -8.795071601867676]",,,,,,
2017-04-21-12-10-26-524000,"[0.32655972242355347, 1.1064777374267578, 0.061970315873622894]","[52.96390914916992, 3.4094882011413574, 3.7267372608184814]","[0.6561890244483948, 0.6188621520996094, 0.3196450173854828]","[62.117191314697266, -21.0214786529541, 5.943719387054443]","[0.6272420287132263, 0.661609411239624, -0.4618871510028839]","[119.77580261230469, -36.818809509277344, -6.647686958312988]","[-0.22785019874572754, 0.6085774898529053, 0.28067445755004883]","[-27.882810592651367, -21.0214786529541, 5.943719387054443]","[0.5536819696426392, 0.6513247489929199, 0.25172746181488037]","[29.775798797607422, -36.818809509277344, -6.647686958312988]",,,,,,
2017-04-21-12-10-26-775000,"[0.32505661249160767, 1.1077091693878174, 0.06272359937429428]","[52.57468795776367, 2.6843175888061523, 4.150237083435059]","[0.6565021872520447, 0.6192314624786377, 0.3193698823451996]","[62.24431228637695, -20.953880310058594, 5.8728346824646]","[0.6269406676292419, 0.6618759632110596, -0.4625312387943268]","[120.04135131835938, -36.812522888183594, -6.941648960113525]","[-0.22757506370544434, 0.6089468002319336, 0.28098762035369873]","[-27.755687713623047, -20.953880310058594, 5.8728346824646]","[0.554326057434082, 0.6515913009643555, 0.251426100730896]","[30.041351318359375, -36.812522888183594, -6.941648960113525]",,,,,,
2017-04-21-12-10-27-022000,"[0.3252043128013611, 1.108251690864563, 0.06172963231801987]","[52.90372085571289, 2.3246681690216064, 4.157748699188232]","[0.6565428376197815, 0.618915319442749, 0.3193069398403168]","[62.22521209716797, -20.915775299072266, 5.859311103820801]","[0.6267969012260437, 0.6618939638137817, -0.4629419147968292]","[120.23588562011719, -36.805152893066406, -7.239777565002441]","[-0.22751212120056152, 0.6086306571960449, 0.28102827072143555]","[-27.774789810180664, -20.915775299072266, 5.859311103820801]","[0.5547367334365845, 0.6516093015670776, 0.25128233432769775]","[30.23588752746582, -36.805152893066406, -7.239777565002441]",,,,,,
2017-04-21-12-10-27-272000,"[0.32449871301651, 1.108331322669983, 0.062373243272304535]","[52.859535217285156, 2.158046007156372, 4.398995399475098]","[0.656177818775177, 0.6182396411895752, 0.31918343901634216]","[62.19163513183594, -20.88656234741211, 5.931375026702881]","[0.6267151236534119, 0.6620233058929443, -0.4624169170856476]","[120.19522857666016, -36.8762321472168, -7.169240474700928]","[-0.22738862037658691, 0.6079549789428711, 0.28066325187683105]","[-27.808366775512695, -20.88656234741211, 5.931375026702881]","[0.5542117357254028, 0.6517386436462402, 0.2512005567550659]","[30.19523048400879, -36.8762321472168, -7.169240474700928]",,,,,,
2017-04-21-12-10-27-519000,"[0.3247630000114441, 1.1083831787109375, 0.06162472814321518]","[53.223243713378906, 2.088578939437866, 4.4748077392578125]","[0.6565313935279846, 0.6189372539520264, 0.31932374835014343]","[62.22246170043945, -20.911375045776367, 5.892482280731201]","[0.6267208456993103, 0.6620699167251587, -0.4626021683216095]","[120.25740814208984, -36.87788391113281, -7.241500377655029]","[-0.22752892971038818, 0.6086525917053223, 0.28101682662963867]","[-27.77754020690918, -20.911375045776367, 5.892482280731201]","[0.5543969869613647, 0.6517852544784546, 0.25120627880096436]","[30.25741195678711, -36.87788391113281, -7.241500377655029]",,,,,,
2017-04-21-12-10-27-775000,"[0.3259647488594055, 1.1080107688903809, 0.06041987985372543]","[53.778724670410156, 2.219482421875, 4.305722236633301]","[0.6563121676445007, 0.6187306642532349, 0.3192755877971649]","[62.20208740234375, -20.886241912841797, 5.915771007537842]","[0.6263905167579651, 0.6622507572174072, -0.46261391043663025]","[120.28842163085938, -36.89228820800781, -7.292891502380371]","[-0.22748076915740967, 0.6084460020065308, 0.2807976007461548]","[-27.79791259765625, -20.886241912841797, 5.915771007537842]","[0.5544087290763855, 0.6519660949707031, 0.25087594985961914]","[30.288421630859375, -36.89228820800781, -7.292891502380371]",,,,,,
2017-04-21-12-10-28-054000,"[0.3261106610298157, 1.108647108078003, 0.058550916612148285]","[54.66881561279297, 1.8828662633895874, 4.356447219848633]","[0.6563971638679504, 0.6189301013946533, 0.31952664256095886]","[62.18584060668945, -20.88976287841797, 5.959852695465088]","[0.6263501048088074, 0.6622933149337769, -0.46259012818336487]","[120.30168914794922, -36.92997360229492, -7.294790744781494]","[-0.2277318239212036, 0.6086454391479492, 0.2808825969696045]","[-27.814159393310547, -20.88976287841797, 5.959852695465088]","[0.5543849468231201, 0.6520086526870728, 0.2508355379104614]","[30.30168914794922, -36.92997360229492, -7.294790744781494]",,,,,,
2017-04-21-12-10-28-316000,"[0.3276445269584656, 1.109679937362671, 0.0543031319975853]","[56.53487014770508, 1.4110008478164673, 4.121555805206299]","[0.656705915927887, 0.6189378499984741, 0.3196123540401459]","[62.166473388671875, -20.83182716369629, 6.013521194458008]","[0.6263378262519836, 0.6621983051300049, -0.46276262402534485]","[120.37916564941406, -36.96589279174805, -7.393552780151367]","[-0.22781753540039062, 0.60865318775177, 0.281191349029541]","[-27.833526611328125, -20.83182716369629, 6.013521194458008]","[0.5545574426651001, 0.6519136428833008, 0.2508232593536377]","[30.37916374206543, -36.96589279174805, -7.393552780151367]",,,,,,
2017-04-21-12-10-28-563000,"[0.3284004330635071, 1.1108267307281494, 0.0512520894408226]","[57.946041107177734, 0.8514899611473083, 3.9795174598693848]","[0.6562150120735168, 0.6178605556488037, 0.3192923963069916]","[62.134315490722656, -20.741374969482422, 6.143435001373291]","[0.6262022852897644, 0.6621969938278198, -0.46279600262641907]","[120.36390686035156, -36.958648681640625, -7.415856838226318]","[-0.22749757766723633, 0.6075758934020996, 0.2807004451751709]","[-27.865686416625977, -20.741374969482422, 6.143435001373291]","[0.5545908212661743, 0.6519123315811157, 0.25068771839141846]","[30.363903045654297, -36.958648681640625, -7.415856838226318]",,,,,,
2017-04-21-12-10-28-842000,"[0.3272724747657776, 1.113605260848999, 0.04703637212514877]","[59.60487365722656, -0.567915141582489, 4.188054084777832]","[0.656842052936554, 0.618915319442749, 0.3199828565120697]","[62.111732482910156, -20.672147750854492, 6.236021041870117]","[0.6265164017677307, 0.6621841192245483, -0.4626214802265167]","[120.28907012939453, -36.9407958984375, -7.3534345626831055]","[-0.22818803787231445, 0.6086306571960449, 0.281327486038208]","[-27.888267517089844, -20.672147750854492, 6.236021041870117]","[0.554416298866272, 0.6518994569778442, 0.25100183486938477]","[30.289072036743164, -36.9407958984375, -7.3534345626831055]",,,,,,
2017-04-21-12-10-29-120000,"[0.3290713429450989, 1.1137874126434326, 0.04343827813863754]","[61.300384521484375, -0.6916980743408203, 4.01443338394165]","[0.6565098166465759, 0.6180456876754761, 0.32007238268852234]","[61.9589958190918, -20.59638023376465, 6.528824329376221]","[0.6268823742866516, 0.6620877981185913, -0.4627571403980255]","[120.21792602539062, -36.8669319152832, -7.311888217926025]","[-0.2282775640487671, 0.607761025428772, 0.28099524974823]","[-28.041006088256836, -20.59638023376465, 6.528824329376221]","[0.5545519590377808, 0.6518031358718872, 0.25136780738830566]","[30.217927932739258, -36.8669319152832, -7.311888217926025]",,,,,,
2017-04-21-12-10-29-372000,"[0.3284628987312317, 1.1133828163146973, 0.045097433030605316]","[60.640289306640625, -0.5176336169242859, 4.162846088409424]","[0.65663081407547, 0.6176961660385132, 0.3200664222240448]","[61.94710922241211, -20.5407657623291, 6.546125888824463]","[0.6272980570793152, 0.6619263887405396, -0.46218398213386536]","[120.07984161376953, -36.77276611328125, -7.160973072052002]","[-0.22827160358428955, 0.6074115037918091, 0.281116247177124]","[-28.052892684936523, -20.5407657623291, 6.546125888824463]","[0.5539788007736206, 0.6516417264938354, 0.25178349018096924]","[30.079843521118164, -36.77276611328125, -7.160973072052002]",,,,,,
2017-04-21-12-10-29-624000,"[0.3284183144569397, 1.1131958961486816, 0.044122420251369476]","[61.85701370239258, -0.36375880241394043, 4.469046592712402]","[0.6562392115592957, 0.6172604560852051, 0.3203814923763275]","[61.85718536376953, -20.443328857421875, 6.741561412811279]","[0.6272832751274109, 0.6619527339935303, -0.4617774784564972]","[119.88348388671875, -36.73216247558594, -6.926667213439941]","[-0.22858667373657227, 0.606975793838501, 0.2807246446609497]","[-28.14281463623047, -20.443328857421875, 6.741561412811279]","[0.5535722970962524, 0.6516680717468262, 0.25176870822906494]","[29.88348388671875, -36.73216247558594, -6.926667213439941]",,,,,,
2017-04-21-12-10-29-885000,"[0.3366912007331848, 1.1124346256256104, 0.026038847863674164]","[71.72140502929688, 0.44047051668167114, 4.218678951263428]","[0.6569079756736755, 0.6174724102020264, 0.32180139422416687]","[61.52333068847656, -20.12938690185547, 7.469140529632568]","[0.6273944973945618, 0.6618376970291138, -0.46288928389549255]","[120.26929473876953, -36.67251968383789, -7.2980546951293945]","[-0.23000657558441162, 0.6071877479553223, 0.2813934087753296]","[-28.47667121887207, -20.12938690185547, 7.469140529632568]","[0.5546841025352478, 0.6515530347824097, 0.2518799304962158]","[30.2692928314209, -36.67251968383789, -7.2980546951293945]",,,,,,
2017-04-21-12-10-30-132000,"[0.3438730835914612, 1.1100187301635742, 0.0024809464812278748]","[82.70494079589844, 2.194701910018921, 3.3252205848693848]","[0.6571736931800842, 0.6177493333816528, 0.31956419348716736]","[62.1517219543457, -20.330978393554688, 6.452145099639893]","[0.6274453997612, 0.661790132522583, -0.46267881989479065]","[120.10365295410156, -36.650917053222656, -7.380220413208008]","[-0.2277693748474121, 0.6074646711349487, 0.2816591262817383]","[-27.84827995300293, -20.330978393554688, 6.452145099639893]","[0.5544736385345459, 0.6515054702758789, 0.251930832862854]","[30.103656768798828, -36.650917053222656, -7.380220413208008]",,,,,,
2017-04-21-12-10-30-427000,"[0.34738558530807495, 1.1065820455551147, -0.0003632083535194397]","[83.97677612304688, 3.965862512588501, 2.6887309551239014]","[0.6568000912666321, 0.6175084114074707, 0.31963345408439636]","[62.21458053588867, -20.345735549926758, 6.4763569831848145]","[0.627068817615509, 0.661803126335144, -0.4624556601047516]","[119.95234680175781, -36.682762145996094, -7.299461364746094]","[-0.2278386354446411, 0.6072237491607666, 0.28128552436828613]","[-27.785417556762695, -20.345735549926758, 6.4763569831848145]","[0.5542504787445068, 0.6515184640884399, 0.2515542507171631]","[29.952346801757812, -36.682762145996094, -7.299461364746094]",,,,,,
2017-04-21-12-10-30-674000,"[0.3469018340110779, 1.106481671333313, 0.0022567138075828552]","[83.07565307617188, 4.009994983673096, 2.920088052749634]","[0.6567990183830261, 0.617438554763794, 0.3195839822292328]","[62.20987319946289, -20.326337814331055, 6.498748302459717]","[0.62710040807724, 0.6617519855499268, -0.4620988667011261]","[119.84636688232422, -36.69825744628906, -7.173766613006592]","[-0.22778916358947754, 0.6071538925170898, 0.2812844514846802]","[-27.790124893188477, -20.326337814331055, 6.498748302459717]","[0.5538936853408813, 0.6514673233032227, 0.25158584117889404]","[29.84636878967285, -36.69825744628906, -7.173766613006592]",,,,,,
2017-04-21-12-10-30-924000,"[0.34724944829940796, 1.1063379049301147, 0.002339206635951996]","[82.53751373291016, 4.060910701751709, 2.8077986240386963]","[0.6569471955299377, 0.6174253225326538, 0.3195122182369232]","[62.164791107177734, -20.298093795776367, 6.4301910400390625]","[0.6269741654396057, 0.661758542060852, -0.4627554714679718]","[119.99061584472656, -36.705501556396484, -7.395883083343506]","[-0.22771739959716797, 0.6071406602859497, 0.2814326286315918]","[-27.835208892822266, -20.298093795776367, 6.4301910400390625]","[0.554550290107727, 0.651473879814148, 0.25145959854125977]","[29.990617752075195, -36.705501556396484, -7.395883083343506]",,,,,,
2017-04-21-12-10-31-198000,"[0.347791850566864, 1.105110764503479, 0.003361724317073822]","[82.55052185058594, 4.665028095245361, 2.9694910049438477]","[0.6566081643104553, 0.6169202327728271, 0.31973907351493835]","[62.14757537841797, -20.290069580078125, 6.435781955718994]","[0.6268308758735657, 0.6618599891662598, -0.46220663189888]","[119.9069595336914, -36.70960235595703, -7.337182998657227]","[-0.2279442548751831, 0.606635570526123, 0.2810935974121094]","[-27.85242462158203, -20.290069580078125, 6.435781955718994]","[0.5540014505386353, 0.6515753269195557, 0.2513163089752197]","[29.90696144104004, -36.70960235595703, -7.337182998657227]",,,,,,
2017-04-21-12-10-31-449000,"[0.34916311502456665, 1.1043132543563843, 0.0034184083342552185]","[82.22794342041016, 5.116114616394043, 2.9492597579956055]","[0.6570884585380554, 0.6171280145645142, 0.3199072778224945]","[62.053958892822266, -20.197572708129883, 6.50877571105957]","[0.6272569298744202, 0.6616520881652832, -0.46263256669044495]","[119.93058776855469, -36.609283447265625, -7.47389554977417]","[-0.22811245918273926, 0.6068433523178101, 0.2815738916397095]","[-27.946043014526367, -20.197572708129883, 6.50877571105957]","[0.5544273853302002, 0.6513674259185791, 0.2517423629760742]","[29.930591583251953, -36.609283447265625, -7.47389554977417]",,,,,,
2017-04-21-12-10-31-700000,"[0.34804099798202515, 1.103621244430542, 0.011170409619808197]","[77.92691802978516, 5.477209568023682, 3.0750176906585693]","[0.6567044854164124, 0.6171389818191528, 0.3196319043636322]","[62.10124588012695, -20.26028060913086, 6.442096710205078]","[0.6265643239021301, 0.6617728471755981, -0.46263328194618225]","[119.90986633300781, -36.675777435302734, -7.528904914855957]","[-0.22783708572387695, 0.6068543195724487, 0.2811899185180664]","[-27.898754119873047, -20.26028060913086, 6.442096710205078]","[0.5544281005859375, 0.651488184928894, 0.2510497570037842]","[29.90986442565918, -36.675777435302734, -7.528904914855957]",,,,,,
2017-04-21-12-10-31-946000,"[0.3446410298347473, 1.0984675884246826, 0.03560420125722885]","[66.08122253417969, 7.68983268737793, 2.9349842071533203]","[0.6567755341529846, 0.6170059442520142, 0.32074519991874695]","[61.82109832763672, -20.110458374023438, 6.8015618324279785]","[0.6272521615028381, 0.6620211601257324, -0.46185746788978577]","[119.64244079589844, -36.65980529785156, -7.228261947631836]","[-0.2289503812789917, 0.6067212820053101, 0.28126096725463867]","[-28.17889976501465, -20.110458374023438, 6.8015618324279785]","[0.553652286529541, 0.6517364978790283, 0.2517375946044922]","[29.642436981201172, -36.65980529785156, -7.228261947631836]",,,,,,
2017-04-21-12-10-32-035000,"[0.343414843082428, 1.0978541374206543, 0.039680205285549164]","[64.82101440429688, 7.839059829711914, 3.2746083736419678]","[0.6570731997489929, 0.6167973279953003, 0.32047173380851746]","[61.930198669433594, -20.112640380859375, 6.749531269073486]","[0.6277468800544739, 0.661664605140686, -0.46174338459968567]","[119.60250091552734, -36.61903381347656, -7.08716344833374]","[-0.2286769151687622, 0.6065126657485962, 0.281558632850647]","[-28.069799423217773, -20.112640380859375, 6.749531269073486]","[0.5535382032394409, 0.6513799428939819, 0.25223231315612793]","[29.602500915527344, -36.61903381347656, -7.08716344833374]",apartment_narration_audio_stopped,,,,,
2017-04-21-12-10-32-057000,"[0.343414843082428, 1.0978541374206543, 0.039680205285549164]","[64.82101440429688, 7.839059829711914, 3.2746083736419678]","[0.6570731997489929, 0.6167973279953003, 0.32047173380851746]","[61.930198669433594, -20.112640380859375, 6.749531269073486]","[0.6277468800544739, 0.661664605140686, -0.46174338459968567]","[119.60250091552734, -36.61903381347656, -7.08716344833374]","[-0.2286769151687622, 0.6065126657485962, 0.281558632850647]","[-28.069799423217773, -20.112640380859375, 6.749531269073486]","[0.5535382032394409, 0.6513799428939819, 0.25223231315612793]","[29.602500915527344, -36.61903381347656, -7.08716344833374]",object_selling_task_started,,,,,
2017-04-21-12-10-32-198000,"[0.3413018584251404, 1.097208023071289, 0.04286869615316391]","[63.91524887084961, 8.19741153717041, 4.134102821350098]","[0.6567081809043884, 0.6170753240585327, 0.3206883370876312]","[61.87959289550781, -20.09109115600586, 6.794491291046143]","[0.6273790001869202, 0.6618852615356445, -0.46149876713752747]","[119.50096893310547, -36.601654052734375, -6.957408428192139]","[-0.22889351844787598, 0.6067906618118286, 0.2811936140060425]","[-28.120405197143555, -20.09109115600586, 6.794491291046143]","[0.5532935857772827, 0.6516005992889404, 0.2518644332885742]","[29.50096893310547, -36.601654052734375, -6.957408428192139]",,,,,,
2017-04-21-12-10-32-449000,"[0.3429238200187683, 1.099134922027588, 0.03627832978963852]","[68.80912780761719, 7.34798002243042, 5.443182468414307]","[0.6574909090995789, 0.6173379421234131, 0.320913165807724]","[61.879215240478516, -19.95624542236328, 6.878910064697266]","[0.629754364490509, 0.6606076955795288, -0.46143868565559387]","[118.87482452392578, -35.776695251464844, -6.824704647064209]","[-0.22911834716796875, 0.607053279876709, 0.2819763422012329]","[-28.120786666870117, -19.95624542236328, 6.878910064697266]","[0.5532335042953491, 0.6503230333328247, 0.2542397975921631]","[28.87482261657715, -35.776695251464844, -6.824704647064209]",,,,,,
2017-04-21-12-10-32-723000,"[0.34386903047561646, 1.1022953987121582, 0.024552665650844574]","[73.85769653320312, 6.027515411376953, 4.936317443847656]","[0.6572695374488831, 0.6175901889801025, 0.3205171525478363]","[61.95967483520508, -20.05436134338379, 6.761529922485352]","[0.6295168995857239, 0.6608080863952637, -0.46081820130348206]","[118.6734390258789, -36.04469299316406, -6.432837963104248]","[-0.22872233390808105, 0.6073055267333984, 0.2817549705505371]","[-28.04032325744629, -20.05436134338379, 6.761529922485352]","[0.5526130199432373, 0.6505234241485596, 0.25400233268737793]","[28.673442840576172, -36.04469299316406, -6.432837963104248]",,,,,,
2017-04-21-12-10-32-969000,"[0.3401924967765808, 1.1028425693511963, 0.03750022500753403]","[66.71542358398438, 5.5455098152160645, 4.951213836669922]","[0.6567042469978333, 0.6169073581695557, 0.3207652270793915]","[61.819236755371094, -20.03577995300293, 6.799752712249756]","[0.6285333037376404, 0.6606476306915283, -0.461394339799881]","[118.94874572753906, -36.18796157836914, -6.76618766784668]","[-0.22897040843963623, 0.6066226959228516, 0.2811896800994873]","[-28.180763244628906, -20.03577995300293, 6.799752712249756]","[0.5531891584396362, 0.6503629684448242, 0.25301873683929443]","[28.94874382019043, -36.18796157836914, -6.76618766784668]",,,,,,
2017-04-21-12-10-33-281000,"[0.29109495878219604, 1.0976459980010986, 0.10675796121358871]","[30.7132625579834, 5.846991062164307, 5.5201263427734375]","[0.6566595435142517, 0.6169768571853638, 0.3212164342403412]","[61.881019592285156, -19.94536590576172, 7.066781520843506]","[0.6295374035835266, 0.6610711812973022, -0.4584020674228668]","[118.13189697265625, -36.24039077758789, -5.452306747436523]","[-0.22942161560058594, 0.6066921949386597, 0.28114497661590576]","[-28.118980407714844, -19.94536590576172, 7.066781520843506]","[0.5501968860626221, 0.6507865190505981, 0.25402283668518066]","[28.131893157958984, -36.24039077758789, -5.452306747436523]",,,,,,
2017-04-21-12-10-33-538000,"[0.2788258194923401, 1.0994666814804077, 0.11933907121419907]","[23.19260597229004, 3.9102115631103516, 5.228891849517822]","[0.6567034125328064, 0.6163650751113892, 0.32133516669273376]","[61.92163848876953, -19.83181381225586, 7.14550256729126]","[0.6276218295097351, 0.6623399257659912, -0.46175768971443176]","[120.03070068359375, -36.604393005371094, -6.770148754119873]","[-0.22954034805297852, 0.6060804128646851, 0.28118884563446045]","[-28.0783634185791, -19.83181381225586, 7.14550256729126]","[0.553552508354187, 0.6520552635192871, 0.25210726261138916]","[30.030704498291016, -36.604393005371094, -6.770148754119873]",,,,,,
2017-04-21-12-10-33-801000,"[0.27737313508987427, 1.097318172454834, 0.11660083383321762]","[22.65871238708496, 5.087160587310791, 5.502604961395264]","[0.6564586758613586, 0.6168249845504761, 0.3210359513759613]","[61.80039978027344, -19.927274703979492, 6.9693074226379395]","[0.626526415348053, 0.6616601943969727, -0.4664492905139923]","[122.1518783569336, -36.189056396484375, -8.153246879577637]","[-0.22924113273620605, 0.606540322303772, 0.2809441089630127]","[-28.199600219726562, -19.927274703979492, 6.9693074226379395]","[0.5582441091537476, 0.6513755321502686, 0.25101184844970703]","[32.151878356933594, -36.189056396484375, -8.153246879577637]",,,,,,
2017-04-21-12-10-34-047000,"[0.2843165993690491, 1.0992517471313477, 0.1152394637465477]","[25.527482986450195, 4.193300247192383, 5.25022554397583]","[0.6572291254997253, 0.6165540218353271, 0.321426123380661]","[61.934844970703125, -19.813087463378906, 7.039899826049805]","[0.6269840598106384, 0.6617302894592285, -0.46657195687294006]","[122.11383056640625, -35.76197052001953, -7.795797824859619]","[-0.22963130474090576, 0.606269359588623, 0.2817145586013794]","[-28.065156936645508, -19.813087463378906, 7.039899826049805]","[0.5583667755126953, 0.6514456272125244, 0.2514694929122925]","[32.11383056640625, -35.76197052001953, -7.795797824859619]",,,,,,
