"x1","y1","z1","x2","y2","z2","HAND_PREF"
-0.171836853027344,0.632139086723328,0.276984810829163,0.488969504833221,0.582023024559021,0.36794102191925,"right"
-0.171724200248718,0.632129311561584,0.27708911895752,0.488399624824524,0.581867456436157,0.368527173995972,"right"
-0.171774744987488,0.632382988929749,0.276911973953247,0.488130807876587,0.58242666721344,0.368124485015869,"right"
-0.17201030254364,0.632166266441345,0.277097582817078,0.506291627883911,0.610833168029785,0.363808155059814,"right"
-0.170955657958984,0.631626009941101,0.277359008789062,0.565889716148376,0.648518562316895,0.292657732963562,"right"
-0.171834468841553,0.632329225540161,0.277158856391907,0.578409194946289,0.63426661491394,0.287990808486938,"right"
-0.171559810638428,0.632523536682129,0.27699077129364,0.562849402427673,0.639632225036621,0.288195610046387,"right"
-0.170849680900574,0.632756948471069,0.277027130126953,0.56528103351593,0.639039754867554,0.28797709941864,"right"
-0.171190857887268,0.632846236228943,0.277082204818726,0.538060188293457,0.636820435523987,0.294789433479309,"right"
-0.171090841293335,0.632782101631165,0.277190327644348,0.539553999900818,0.634852290153503,0.296415686607361,"left"
-0.171103477478027,0.632588863372803,0.276867866516113,0.538889408111572,0.634337425231934,0.296661257743835,"right"
-0.171059370040894,0.632899284362793,0.27707040309906,0.53830486536026,0.634331583976746,0.297245025634766,"right"
-0.171308636665344,0.632628798484802,0.276842713356018,0.537831783294678,0.634135007858276,0.296939969062805,"right"
-0.171442270278931,0.632452845573425,0.276747941970825,0.536564350128174,0.634530901908875,0.296638250350952,"right"
-0.171054005622864,0.632490277290344,0.276530385017395,0.483058452606201,0.625087022781372,0.294392943382263,"right"
-0.171100616455078,0.632549285888672,0.277148723602295,0.493917465209961,0.6282958984375,0.295725703239441,"right"
-0.170834422111511,0.632452487945557,0.277126789093018,0.494176626205444,0.629040718078613,0.295287609100342,"right"
-0.170698046684265,0.632203221321106,0.276984930038452,0.494084596633911,0.629690647125244,0.294982075691223,"right"
-0.170760750770569,0.632164478302002,0.277108907699585,0.493762969970703,0.629920601844788,0.294516801834106,"right"
-0.170588374137878,0.632282257080078,0.276927351951599,0.494319200515747,0.628423810005188,0.295045375823975,"right"
-0.170588374137878,0.632282257080078,0.276927351951599,0.494319200515747,0.628423810005188,0.295045375823975,"right"
-0.170588374137878,0.632282257080078,0.276927351951599,0.494319200515747,0.628423810005188,0.295045375823975,"right"
-0.17036235332489,0.631949186325073,0.276952028274536,0.494933128356934,0.628434658050537,0.296579599380493,"right"
-0.169856548309326,0.631937146186829,0.277464389801025,0.504454374313354,0.629750847816467,0.297573685646057,"right"
-0.16983687877655,0.631909251213074,0.277364373207092,0.503980815410614,0.630679130554199,0.297069191932678,"right"
-0.169791221618652,0.631645083427429,0.276777148246765,0.503505706787109,0.630965352058411,0.296112298965454,"right"
-0.169742822647095,0.631777763366699,0.277391672134399,0.475465893745422,0.629688620567322,0.287760972976685,"right"
-0.169472694396973,0.631896257400513,0.277861952781677,0.469099700450897,0.623753190040588,0.28910219669342,"right"
-0.170227646827698,0.631965517997742,0.27765941619873,0.456406772136688,0.625385403633118,0.280480027198792,"right"
-0.170019030570984,0.631733775138855,0.277812480926514,0.448067307472229,0.6330806016922,0.274215698242188,"right"
-0.17140531539917,0.631369233131409,0.277666449546814,0.381843328475952,0.622543454170227,0.262156367301941,"right"
-0.171499252319336,0.631116151809692,0.277188301086426,0.416453957557678,0.616528391838074,0.265858054161072,"right"
-0.171433091163635,0.631174445152283,0.277810335159302,0.411991953849792,0.615914463996887,0.261770129203796,"right"
-0.171246528625488,0.631239175796509,0.277828931808472,0.410946667194366,0.614634275436401,0.262522101402283,"right"
-0.171286821365356,0.631133794784546,0.277871251106262,0.410950779914856,0.614069938659668,0.261825323104858,"right"
-0.171286821365356,0.631133794784546,0.277871251106262,0.410950779914856,0.614069938659668,0.261825323104858,"right"
-0.171286821365356,0.631133794784546,0.277871251106262,0.410950779914856,0.614069938659668,0.261825323104858,"right"
-0.171428442001343,0.630890727043152,0.277601838111877,0.41160249710083,0.615486860275269,0.262613296508789,"right"
-0.17058801651001,0.63091778755188,0.277809739112854,0.412373542785645,0.616434931755066,0.263294816017151,"right"
-0.170393109321594,0.63087522983551,0.27816367149353,0.460500001907349,0.644746780395508,0.277533531188965,"right"
-0.171112298965454,0.631316900253296,0.277335405349731,0.448917269706726,0.620243072509766,0.285238265991211,"right"
-0.171359539031982,0.631396293640137,0.276963591575623,0.474560618400574,0.630257487297058,0.292097091674805,"right"
-0.171278595924377,0.632106423377991,0.277431726455688,0.524086952209473,0.624086856842041,0.307758212089539,"right"
-0.171720862388611,0.631863713264465,0.276947259902954,0.53281831741333,0.620672106742859,0.308981776237488,"right"
-0.172246932983398,0.63194727897644,0.277100563049316,0.431645214557648,0.59143054485321,0.297015905380249,"right"
-0.171079039573669,0.631220817565918,0.277491927146912,0.425082921981812,0.596798062324524,0.288405895233154,"right"
-0.171673178672791,0.631091117858887,0.277085423469543,0.390902101993561,0.59088146686554,0.278825521469116,"right"
-0.173802971839905,0.631525635719299,0.277009248733521,0.344625532627106,0.63007116317749,0.29793107509613,"right"
-0.172728061676025,0.631381154060364,0.27746319770813,0.363768815994263,0.622211694717407,0.299190521240234,"right"
-0.172012090682983,0.631430625915527,0.277705430984497,0.360787451267242,0.62734067440033,0.297096490859985,"right"
-0.172433733940125,0.631396651268005,0.277929186820984,0.361680746078491,0.631499290466309,0.295451283454895,"right"
-0.17210853099823,0.63120973110199,0.278058052062988,0.360706090927124,0.629082560539246,0.294580221176147,"right"
-0.17210853099823,0.63120973110199,0.278058052062988,0.360706090927124,0.629082560539246,0.294580221176147,"right"
-0.172300100326538,0.631178021430969,0.277651071548462,0.366472959518433,0.627398610115051,0.295553922653198,"right"
-0.17195999622345,0.631207227706909,0.277857065200806,0.371174991130829,0.626049518585205,0.295011639595032,"left"
-0.171074032783508,0.631307125091553,0.277950048446655,0.453129529953003,0.635000705718994,0.305670261383057,"right"
-0.170351505279541,0.631721258163452,0.278198719024658,0.472596764564514,0.626442074775696,0.298489809036255,"right"
-0.171351432800293,0.631582617759705,0.277424335479736,0.474676728248596,0.628336071968079,0.299831390380859,"right"
